100000, 573487
200000, 562725
300000, 567805
400000, 603873
500000, 541074
600000, 518794
700000, 534411
800000, 543992
900000, 497975
1000000, 462748
1100000, 504823
1200000, 536407
1300000, 512389
1400000, 485590
1500000, 483372
1600000, 462806
1700000, 529064
1800000, 496246
1900000, 543752
2000000, 466811
2100000, 473613
2200000, 661625
2300000, 498253
2400000, 549615
2500000, 573280
2600000, 554824
2700000, 534977
2800000, 681909
2900000, 543204
3000000, 633553
3100000, 603705
3200000, 602658
3300000, 555457
3400000, 601686
3500000, 653378
3600000, 484780
3700000, 522553
3800000, 680560
3900000, 601894
4000000, 626162
4100000, 589693
4200000, 549299
4300000, 619830
4400000, 544561
4500000, 477691
4600000, 541426
4700000, 508428
4800000, 556354
4900000, 506847
5000000, 723191
5100000, 559118
5200000, 547313
5300000, 594081
5400000, 594512
5500000, 636388
5600000, 674142
5700000, 686681
5800000, 574970
5900000, 511874
6000000, 592265
6100000, 514343
6200000, 539640
6300000, 559538
6400000, 445564
6500000, 416387
6600000, 435362
6700000, 435914
6800000, 455239
6900000, 463035
7000000, 483716
7100000, 544654
7200000, 426062
7300000, 463420
7400000, 415414
7500000, 407011
7600000, 443030
7700000, 508333
7800000, 441291
7900000, 473674
8000000, 405954
8100000, 498440
8200000, 427487
8300000, 398511
8400000, 475402
8500000, 452286
8600000, 583917
8700000, 447267
8800000, 458824
8900000, 426633
9000000, 461219
9100000, 399096
9200000, 445484
9300000, 437474
9400000, 478147
9500000, 416590
9600000, 468126
9700000, 498553
9800000, 471692
9900000, 430896
10000000, 465162
10100000, 485838
10200000, 413434
10300000, 468042
10400000, 515101
10500000, 441533
10600000, 438429
10700000, 437365
10800000, 454043
10900000, 419051
11000000, 560833
11100000, 447201
11200000, 395014
11300000, 484334
11400000, 417103
11500000, 469270
11600000, 517284
11700000, 450334
11800000, 437826
11900000, 412052
12000000, 446150
12100000, 568709
12200000, 406734
12300000, 549667
12400000, 571243
12500000, 552853
12600000, 630468
12700000, 506491
12800000, 546648
12900000, 428961
13000000, 515895
13100000, 431054
13200000, 441440
13300000, 519501
13400000, 491028
13500000, 480357
13600000, 562253
13700000, 541502
13800000, 477602
13900000, 553933
14000000, 482090
14100000, 445393
14200000, 503595
14300000, 489276
14400000, 500762
14500000, 439264
14600000, 422028
14700000, 431149
14800000, 436027
14900000, 436236
15000000, 445478
15100000, 530369
15200000, 454088
15300000, 439260
15400000, 437308
15500000, 424292
15600000, 445310
15700000, 438472
15800000, 468104
15900000, 439264
16000000, 440270
16100000, 437083
16200000, 573328
16300000, 430751
16400000, 411379
16500000, 519907
16600000, 484454
16700000, 439772
16800000, 487510
16900000, 504539
17000000, 473282
17100000, 584471
17200000, 425575
17300000, 453329
17400000, 495421
17500000, 482405
17600000, 477390
17700000, 497601
17800000, 552643
17900000, 516506
18000000, 624966
18100000, 598025
18200000, 689505
18300000, 536402
18400000, 546055
18500000, 594675
18600000, 623184
18700000, 642220
18800000, 526789
18900000, 565098
19000000, 504012
19100000, 552893
19200000, 463179
19300000, 458665
19400000, 464584
19500000, 465538
19600000, 473703
19700000, 595013
19800000, 542703
19900000, 556126
20000000, 472126
20100000, 479120
20200000, 431656
20300000, 959790
20400000, 425781
20500000, 427011
20600000, 409002
20700000, 465865
20800000, 501001
20900000, 442671
21000000, 569025
21100000, 448456
21200000, 534542
21300000, 510121
21400000, 470873
21500000, 500958
21600000, 467304
21700000, 489549
21800000, 475876
21900000, 679879
22000000, 604359
22100000, 534219
22200000, 476465
22300000, 459385
22400000, 401547
22500000, 461785
22600000, 424594
22700000, 528018
22800000, 446016
22900000, 513236
23000000, 501308
23100000, 487900
23200000, 531110
23300000, 473732
23400000, 573391
23500000, 492969
23600000, 591079
23700000, 675010
23800000, 745706
23900000, 523417
24000000, 741039
24100000, 440299
24200000, 427794
24300000, 440635
24400000, 475739
24500000, 702826
24600000, 492099
24700000, 449744
24800000, 471521
24900000, 747083
25000000, 548841
25100000, 540185
25200000, 603264
25300000, 725926
25400000, 589548
25500000, 568530
25600000, 727180
25700000, 1041625
25800000, 2932895
25900000, 1137193
26000000, 1831096
26100000, 2056482
26200000, 952321
26300000, 731376
29400000, 469212
29500000, 1223326
29600000, 3189119
29700000, 180953
29800000, 2625654
